Shift,Begin,End
2019-11-09-2,2019-11-09 21:04:28.000,2019-11-09 21:15:06.500
2019-11-09-2,2019-11-09 21:15:06.500,2019-11-09 21:16:02.500
2019-11-09-2,2019-11-09 21:16:02.500,2019-11-09 21:18:15.000
2019-11-09-2,2019-11-09 21:18:15.000,2019-11-09 21:20:47.750
2019-11-09-2,2019-11-09 21:20:47.750,2019-11-09 21:21:22.250
2019-11-09-2,2019-11-09 21:21:22.250,2019-11-09 21:23:36.250
2019-11-09-2,2019-11-09 21:23:36.250,2019-11-09 21:25:19.500
2019-11-09-2,2019-11-09 21:25:19.500,2019-11-09 21:26:47.250
2019-11-09-2,2019-11-09 21:26:47.250,2019-11-09 21:27:28.250
2019-11-09-2,2019-11-09 21:36:03.500,2019-11-09 21:36:04.250
2019-11-09-2,2019-11-09 21:41:01.750,2019-11-09 21:41:05.250
2019-11-09-2,2019-11-09 21:41:10.750,2019-11-09 21:41:11.000
2019-11-09-2,2019-11-09 21:41:11.750,2019-11-09 21:41:11.750
2019-11-09-2,2019-11-09 21:41:12.250,2019-11-09 21:42:42.000
2019-11-09-2,2019-11-09 21:42:42.000,2019-11-09 21:43:07.000
2019-11-09-2,2019-11-09 21:43:07.000,2019-11-09 21:44:49.750
2019-11-09-2,2019-11-09 21:44:49.750,2019-11-09 21:46:28.000
2019-11-09-2,2019-11-09 21:46:28.000,2019-11-09 21:48:51.750
2019-11-09-2,2019-11-09 21:48:51.750,2019-11-09 21:49:56.000
2019-11-09-2,2019-11-09 21:49:56.000,2019-11-09 21:51:48.000
2019-11-09-2,2019-11-09 21:51:48.000,2019-11-09 21:52:57.250
2019-11-09-2,2019-11-09 21:52:57.250,2019-11-09 21:55:37.750
2019-11-09-2,2019-11-09 21:55:37.750,2019-11-09 21:56:29.750
2019-11-09-2,2019-11-09 21:56:29.750,2019-11-09 21:57:35.000
2019-11-09-2,2019-11-09 22:06:14.750,2019-11-09 22:06:57.750
2019-11-09-2,2019-11-09 22:06:57.750,2019-11-09 22:09:20.250
2019-11-09-2,2019-11-09 22:09:20.250,2019-11-09 22:10:05.000
2019-11-09-2,2019-11-09 22:10:05.000,2019-11-09 22:18:18.750
2019-11-09-2,2019-11-09 22:18:18.750,2019-11-09 22:18:54.250
2019-11-09-2,2019-11-09 22:18:54.250,2019-11-09 22:19:42.000
2019-11-09-2,2019-11-09 22:19:42.000,2019-11-09 22:22:30.750
2019-11-09-2,2019-11-09 22:22:30.750,2019-11-09 22:24:12.750
2019-11-09-2,2019-11-09 22:24:12.750,2019-11-09 22:26:36.000
2019-11-09-2,2019-11-09 22:26:36.000,2019-11-09 22:27:19.250
2019-11-09-2,2019-11-09 22:27:19.250,2019-11-09 22:27:49.250
2019-11-09-2,2019-11-09 22:27:49.250,2019-11-09 22:31:05.250
2019-11-09-2,2019-11-09 22:31:05.250,2019-11-09 22:31:47.500
2019-11-09-2,2019-11-09 22:31:47.500,2019-11-09 22:32:12.750
2019-11-09-2,2019-11-09 22:32:12.750,2019-11-09 22:34:54.250
2019-11-09-2,2019-11-09 22:34:54.250,2019-11-09 22:35:34.500
2019-11-09-2,2019-11-09 22:35:34.500,2019-11-09 22:36:07.750
2019-11-09-2,2019-11-09 22:36:07.750,2019-11-09 22:38:20.500
2019-11-11-1,2019-11-11 08:10:25.750,2019-11-11 08:10:26.000
2019-11-11-1,2019-11-11 08:11:05.250,2019-11-11 08:11:57.250
2019-11-11-1,2019-11-11 08:11:57.250,2019-11-11 08:12:30.750
2019-11-11-1,2019-11-11 08:12:30.750,2019-11-11 08:14:21.500
2019-11-11-1,2019-11-11 08:14:21.500,2019-11-11 08:17:04.000
2019-11-11-1,2019-11-11 08:17:04.000,2019-11-11 08:19:27.500
2019-11-11-1,2019-11-11 08:19:27.500,2019-11-11 08:24:44.000
2019-11-11-1,2019-11-11 08:24:44.000,2019-11-11 08:25:41.250
2019-11-11-1,2019-11-11 08:25:41.250,2019-11-11 08:27:27.750
2019-11-11-1,2019-11-11 08:27:27.750,2019-11-11 08:28:35.500
2019-11-11-1,2019-11-11 08:28:35.500,2019-11-11 08:31:29.000
2019-11-11-1,2019-11-11 08:31:29.000,2019-11-11 08:35:53.250
2019-11-11-1,2019-11-11 08:41:07.750,2019-11-11 08:42:27.500
2019-11-11-1,2019-11-11 08:42:27.500,2019-11-11 08:43:40.750
2019-11-11-1,2019-11-11 08:46:12.000,2019-11-11 08:48:27.250
2019-11-11-1,2019-11-11 08:48:27.250,2019-11-11 08:49:21.750
2019-11-11-1,2019-11-11 08:49:21.750,2019-11-11 08:52:39.750
2019-11-11-1,2019-11-11 08:52:39.750,2019-11-11 08:57:45.500
2019-11-11-1,2019-11-11 08:57:45.500,2019-11-11 08:58:32.000
2019-11-11-1,2019-11-11 09:04:30.500,2019-11-11 09:08:32.250
2019-11-11-1,2019-11-11 09:08:32.250,2019-11-11 09:16:30.500
2019-11-11-1,2019-11-11 09:26:49.500,2019-11-11 09:31:38.750
2019-11-11-1,2019-11-11 09:31:38.750,2019-11-11 09:33:09.000
2019-11-11-1,2019-11-11 09:33:09.000,2019-11-11 09:37:14.500
2019-11-11-1,2019-11-11 09:37:14.500,2019-11-11 09:37:48.250
2019-11-11-1,2019-11-11 09:37:48.250,2019-11-11 09:43:04.750
2019-11-11-1,2019-11-11 09:43:04.750,2019-11-11 09:47:13.250
2019-11-11-1,2019-11-11 09:47:13.250,2019-11-11 09:48:33.000
2019-11-11-1,2019-11-11 09:48:33.000,2019-11-11 09:53:21.500
2019-11-11-1,2019-11-11 09:53:21.500,2019-11-11 09:54:09.000
2019-11-11-1,2019-11-11 09:54:09.000,2019-11-11 09:57:04.000
2019-11-11-1,2019-11-11 09:57:04.000,2019-11-11 10:01:09.750
2019-11-11-1,2019-11-11 10:01:09.750,2019-11-11 10:02:15.750
2019-11-11-1,2019-11-11 10:05:33.000,2019-11-11 10:09:44.250
2019-11-11-1,2019-11-11 10:09:44.250,2019-11-11 10:10:22.750
2019-11-11-1,2019-11-11 10:10:22.750,2019-11-11 10:12:28.750
2019-11-11-1,2019-11-11 10:12:28.750,2019-11-11 10:13:20.000
2019-11-11-1,2019-11-11 10:13:20.000,2019-11-11 10:16:09.750
2019-11-11-1,2019-11-11 10:16:09.750,2019-11-11 10:17:14.250
2019-11-11-1,2019-11-11 10:17:14.250,2019-11-11 10:19:50.250
2019-11-11-1,2019-11-11 10:24:09.750,2019-11-11 10:25:11.250
2019-11-11-1,2019-11-11 10:25:11.250,2019-11-11 10:29:50.250
2019-11-11-1,2019-11-11 10:29:50.250,2019-11-11 10:36:15.750
2019-11-11-1,2019-11-11 10:36:15.750,2019-11-11 10:36:55.750
2019-11-11-1,2019-11-11 10:36:55.750,2019-11-11 10:40:03.250
2019-11-11-1,2019-11-11 10:40:03.250,2019-11-11 10:41:03.250
2019-11-11-1,2019-11-11 10:41:03.250,2019-11-11 10:44:35.750
2019-11-11-1,2019-11-11 10:44:35.750,2019-11-11 10:46:16.750
2019-11-11-1,2019-11-11 10:46:16.750,2019-11-11 10:48:42.750
2019-11-11-1,2019-11-11 10:48:42.750,2019-11-11 10:49:33.250
2019-11-11-1,2019-11-11 10:49:33.250,2019-11-11 10:52:50.500
2019-11-11-1,2019-11-11 10:52:50.500,2019-11-11 10:53:39.250
2019-11-11-1,2019-11-11 10:53:39.250,2019-11-11 10:56:26.250
2019-11-11-1,2019-11-11 10:56:26.250,2019-11-11 10:57:29.750
2019-11-11-1,2019-11-11 10:57:29.750,2019-11-11 11:00:43.500
2019-11-11-1,2019-11-11 11:00:43.500,2019-11-11 11:01:35.500
2019-11-11-1,2019-11-11 11:01:35.500,2019-11-11 11:04:55.500
2019-11-11-1,2019-11-11 11:04:55.500,2019-11-11 11:05:42.750
2019-11-11-1,2019-11-11 11:05:42.750,2019-11-11 11:08:39.250
2019-11-11-1,2019-11-11 11:10:44.500,2019-11-11 11:13:35.250
2019-11-11-1,2019-11-11 11:35:34.500,2019-11-11 11:38:50.500
2019-11-11-1,2019-11-11 11:38:50.500,2019-11-11 11:40:01.750
2019-11-11-1,2019-11-11 11:40:01.750,2019-11-11 11:40:41.250
2019-11-11-1,2019-11-11 12:02:19.750,2019-11-11 12:02:20.500
2019-11-11-1,2019-11-11 12:02:31.000,2019-11-11 12:02:34.750
2019-11-11-1,2019-11-11 12:02:38.750,2019-11-11 12:02:51.000
2019-11-11-1,2019-11-11 12:02:51.000,2019-11-11 12:04:25.750
2019-11-11-1,2019-11-11 12:04:25.750,2019-11-11 12:04:54.750
2019-11-11-1,2019-11-11 12:04:54.750,2019-11-11 12:06:53.750
2019-11-11-1,2019-11-11 12:06:53.750,2019-11-11 12:07:23.500
2019-11-11-1,2019-11-11 12:07:23.500,2019-11-11 12:08:41.750
2019-11-11-1,2019-11-11 12:08:41.750,2019-11-11 12:09:49.000
2019-11-11-1,2019-11-11 12:09:49.000,2019-11-11 12:11:51.750
2019-11-11-1,2019-11-11 12:11:51.750,2019-11-11 12:12:17.750
2019-11-11-1,2019-11-11 12:12:17.750,2019-11-11 12:14:14.500
2019-11-11-1,2019-11-11 12:14:14.500,2019-11-11 12:15:01.000
2019-11-11-1,2019-11-11 12:15:01.000,2019-11-11 12:16:11.500
2019-11-11-1,2019-11-11 12:16:11.500,2019-11-11 12:16:26.000
2019-11-11-1,2019-11-11 12:46:37.750,2019-11-11 12:46:38.250
2019-11-11-1,2019-11-11 12:46:43.500,2019-11-11 12:49:04.750
2019-11-11-1,2019-11-11 12:49:04.750,2019-11-11 12:49:39.500
2019-11-11-1,2019-11-11 12:49:39.500,2019-11-11 12:50:15.000
2019-11-11-1,2019-11-11 12:50:15.000,2019-11-11 12:50:48.750
2019-11-11-1,2019-11-11 12:50:48.750,2019-11-11 12:53:16.500
2019-11-11-1,2019-11-11 12:53:16.500,2019-11-11 12:54:00.500
2019-11-11-1,2019-11-11 12:54:00.500,2019-11-11 12:55:36.000
2019-11-11-1,2019-11-11 12:55:36.000,2019-11-11 12:56:13.750
2019-11-11-1,2019-11-11 12:56:13.750,2019-11-11 12:57:52.250
2019-11-11-1,2019-11-11 12:57:52.250,2019-11-11 13:00:42.250
2019-11-11-1,2019-11-11 13:00:42.250,2019-11-11 13:01:24.500
2019-11-11-1,2019-11-11 13:01:24.500,2019-11-11 13:03:07.000
2019-11-11-1,2019-11-11 13:03:07.000,2019-11-11 13:03:56.000
2019-11-11-1,2019-11-11 13:03:56.000,2019-11-11 13:05:11.750
2019-11-11-1,2019-11-11 13:05:11.750,2019-11-11 13:08:05.000
2019-11-11-1,2019-11-11 13:14:26.500,2019-11-11 13:15:02.250
2019-11-11-1,2019-11-11 13:18:08.750,2019-11-11 13:19:11.000
2019-11-11-1,2019-11-11 13:19:11.000,2019-11-11 13:20:59.500
2019-11-11-1,2019-11-11 13:20:59.500,2019-11-11 13:23:54.750
2019-11-11-1,2019-11-11 13:23:54.750,2019-11-11 13:26:23.250
2019-11-11-1,2019-11-11 13:26:23.250,2019-11-11 13:30:02.500
2019-11-11-1,2019-11-11 13:30:02.500,2019-11-11 13:30:36.000
2019-11-11-1,2019-11-11 13:30:36.000,2019-11-11 13:32:51.250
2019-11-11-1,2019-11-11 13:32:51.250,2019-11-11 13:33:35.250
2019-11-11-1,2019-11-11 13:33:35.250,2019-11-11 13:35:05.250
2019-11-11-1,2019-11-11 13:35:05.250,2019-11-11 13:37:43.250
2019-11-11-1,2019-11-11 13:37:43.250,2019-11-11 13:38:38.250
2019-11-11-1,2019-11-11 13:38:38.250,2019-11-11 13:40:07.750
2019-11-11-1,2019-11-11 13:40:07.750,2019-11-11 13:42:41.500
2019-11-11-1,2019-11-11 13:42:41.500,2019-11-11 13:43:25.250
2019-11-11-1,2019-11-11 13:43:25.250,2019-11-11 13:45:22.000
2019-11-11-1,2019-11-11 13:45:22.000,2019-11-11 13:46:02.000
2019-11-11-1,2019-11-11 13:46:02.000,2019-11-11 13:47:34.250
2019-11-11-1,2019-11-11 13:47:34.250,2019-11-11 13:48:31.500
2019-11-11-1,2019-11-11 13:48:31.500,2019-11-11 13:50:45.250
2019-11-11-1,2019-11-11 13:50:45.250,2019-11-11 13:51:26.500
2019-11-11-1,2019-11-11 13:51:26.500,2019-11-11 13:53:17.250
2019-11-11-1,2019-11-11 13:53:17.250,2019-11-11 13:58:07.000
2019-11-11-1,2019-11-11 13:58:07.000,2019-11-11 13:58:57.750
2019-11-11-1,2019-11-11 14:21:13.250,2019-11-11 14:24:36.750
2019-11-11-1,2019-11-11 14:24:36.750,2019-11-11 14:26:10.250
2019-11-11-1,2019-11-11 14:26:10.250,2019-11-11 14:28:46.000
2019-11-11-1,2019-11-11 14:28:46.000,2019-11-11 14:29:57.000
2019-11-11-1,2019-11-11 14:29:57.000,2019-11-11 14:31:14.250
2019-11-11-1,2019-11-11 14:31:14.250,2019-11-11 14:34:49.750
2019-11-11-1,2019-11-11 14:34:49.750,2019-11-11 14:36:38.250
2019-11-11-2,2019-11-11 17:47:07.750,2019-11-11 17:53:42.000
2019-11-11-2,2019-11-11 17:53:42.000,2019-11-11 17:54:37.750
2019-11-11-2,2019-11-11 17:54:37.750,2019-11-11 17:58:01.000
2019-11-11-2,2019-11-11 17:58:01.000,2019-11-11 18:00:07.750
2019-11-11-2,2019-11-11 18:00:07.750,2019-11-11 18:01:14.000
2019-11-11-2,2019-11-11 19:07:12.000,2019-11-11 19:14:01.250
2019-11-11-2,2019-11-11 19:14:01.250,2019-11-11 19:15:04.250
2019-11-11-2,2019-11-11 19:15:04.250,2019-11-11 19:17:06.750
2019-11-11-2,2019-11-11 19:17:06.750,2019-11-11 19:18:51.750
2019-11-11-2,2019-11-11 19:18:51.750,2019-11-11 19:20:57.250
2019-11-11-2,2019-11-11 19:20:57.250,2019-11-11 19:27:15.500
2019-11-11-2,2019-11-11 19:27:15.500,2019-11-11 19:30:53.750
2019-11-11-2,2019-11-11 19:30:53.750,2019-11-11 19:32:57.250
2019-11-11-2,2019-11-11 19:32:57.250,2019-11-11 19:34:43.000
2019-11-11-2,2019-11-11 19:34:43.000,2019-11-11 19:36:32.250
2019-11-11-2,2019-11-11 19:36:32.250,2019-11-11 19:37:42.000
2019-11-11-2,2019-11-11 19:37:42.000,2019-11-11 19:39:02.500
2019-11-11-2,2019-11-11 19:39:02.500,2019-11-11 19:41:09.750
2019-11-11-2,2019-11-11 19:41:09.750,2019-11-11 19:42:45.750
2019-11-11-2,2019-11-11 19:49:10.750,2019-11-11 19:51:04.500
2019-11-11-2,2019-11-11 19:51:04.500,2019-11-11 19:54:43.750
2019-11-11-2,2019-11-11 19:54:43.750,2019-11-11 19:57:02.500
2019-11-11-2,2019-11-11 19:57:02.500,2019-11-11 20:04:44.750
2019-11-11-2,2019-11-11 20:04:44.750,2019-11-11 20:05:42.000
2019-11-11-2,2019-11-11 20:05:42.000,2019-11-11 20:07:34.000
2019-11-11-2,2019-11-11 20:07:34.000,2019-11-11 20:08:20.000
2019-11-11-2,2019-11-11 20:08:20.000,2019-11-11 20:09:45.000
2019-11-11-2,2019-11-11 20:09:45.000,2019-11-11 20:12:15.000
2019-11-11-2,2019-11-11 20:12:15.000,2019-11-11 20:14:11.000
2019-11-11-2,2019-11-11 20:14:11.000,2019-11-11 20:14:52.500
2019-11-11-2,2019-11-11 20:14:52.500,2019-11-11 20:16:38.750
2019-11-11-2,2019-11-11 20:16:38.750,2019-11-11 20:18:56.500
2019-11-11-2,2019-11-11 20:18:56.500,2019-11-11 20:19:42.000
2019-11-11-2,2019-11-11 20:19:42.000,2019-11-11 20:21:18.250
2019-11-11-2,2019-11-11 20:21:18.250,2019-11-11 20:24:05.750
2019-11-11-2,2019-11-11 20:24:05.750,2019-11-11 20:26:32.750
2019-11-11-2,2019-11-11 20:26:32.750,2019-11-11 20:28:50.000
2019-11-11-2,2019-11-11 20:28:50.000,2019-11-11 20:31:29.500
2019-11-11-2,2019-11-11 20:31:29.500,2019-11-11 20:34:10.750
2019-11-11-2,2019-11-11 20:34:10.750,2019-11-11 20:39:06.750
2019-11-11-2,2019-11-11 20:39:06.750,2019-11-11 20:41:07.000
2019-11-11-2,2019-11-11 20:41:07.000,2019-11-11 20:43:12.750
2019-11-11-2,2019-11-11 20:43:12.750,2019-11-11 20:45:51.500
2019-11-11-2,2019-11-11 20:45:51.500,2019-11-11 20:47:58.500
2019-11-11-2,2019-11-11 21:06:58.250,2019-11-11 21:09:27.750
2019-11-11-2,2019-11-11 21:09:27.750,2019-11-11 21:11:59.500
2019-11-11-2,2019-11-11 21:11:59.500,2019-11-11 21:12:27.750
2019-11-11-2,2019-11-11 21:12:27.750,2019-11-11 21:13:33.750
2019-11-11-2,2019-11-11 21:13:33.750,2019-11-11 21:15:35.250
2019-11-11-2,2019-11-11 21:15:35.250,2019-11-11 21:17:51.250
2019-11-11-2,2019-11-11 21:17:51.250,2019-11-11 21:20:19.250
2019-11-11-2,2019-11-11 21:20:19.250,2019-11-11 21:23:05.500
2019-11-11-2,2019-11-11 21:38:54.250,2019-11-11 21:39:53.500
2019-11-11-2,2019-11-11 21:39:53.500,2019-11-11 21:41:01.250
2019-11-11-2,2019-11-11 21:41:01.250,2019-11-11 21:42:24.750
2019-11-11-2,2019-11-11 21:42:24.750,2019-11-11 21:44:33.750
2019-11-11-2,2019-11-11 21:44:33.750,2019-11-11 21:48:30.000
2019-11-11-2,2019-11-11 21:48:30.000,2019-11-11 21:50:23.500
2019-11-11-2,2019-11-11 21:50:23.500,2019-11-11 21:51:17.750
2019-11-11-2,2019-11-11 21:51:17.750,2019-11-11 21:53:13.750
2019-11-11-2,2019-11-11 21:53:13.750,2019-11-11 21:55:27.750
2019-11-11-2,2019-11-11 21:55:27.750,2019-11-11 21:56:04.000
2019-11-11-2,2019-11-11 21:56:04.000,2019-11-11 21:58:06.250
2019-11-11-2,2019-11-11 21:58:06.250,2019-11-11 22:00:22.500
2019-11-11-2,2019-11-11 22:00:22.500,2019-11-11 22:02:58.500
2019-11-11-2,2019-11-11 22:02:58.500,2019-11-11 22:04:59.500
2019-11-11-2,2019-11-11 22:04:59.500,2019-11-11 22:06:08.000
2019-11-11-2,2019-11-11 22:06:08.000,2019-11-11 22:07:45.750
2019-11-11-2,2019-11-11 22:07:45.750,2019-11-11 22:09:00.000
2019-11-11-2,2019-11-11 22:09:00.000,2019-11-11 22:10:51.250
2019-11-11-2,2019-11-11 22:10:51.250,2019-11-11 22:13:09.000
2019-11-11-2,2019-11-11 22:13:09.000,2019-11-11 22:15:12.500
2019-11-11-2,2019-11-11 22:15:12.500,2019-11-11 22:17:52.000
2019-11-11-2,2019-11-11 22:17:52.000,2019-11-11 22:20:08.500
2019-11-11-2,2019-11-11 22:20:08.500,2019-11-11 22:26:56.250
2019-11-11-2,2019-11-11 22:26:56.250,2019-11-11 22:28:30.250
2019-11-11-2,2019-11-11 22:28:30.250,2019-11-11 22:30:12.000
2019-11-11-2,2019-11-11 22:30:12.000,2019-11-11 22:31:33.750
2019-11-11-2,2019-11-11 22:31:33.750,2019-11-11 22:32:26.250
2019-11-11-2,2019-11-11 22:34:27.000,2019-11-11 22:39:21.000
2019-11-11-2,2019-11-11 22:39:21.000,2019-11-11 22:41:39.500
2019-11-11-2,2019-11-11 22:41:39.500,2019-11-11 22:43:57.250
2019-11-11-2,2019-11-11 22:43:57.250,2019-11-11 22:45:53.500
2019-11-11-2,2019-11-11 22:45:53.500,2019-11-11 22:46:32.250
2019-11-11-2,2019-11-11 22:46:32.250,2019-11-11 22:47:34.250
2019-11-11-2,2019-11-11 22:47:34.250,2019-11-11 22:49:03.250
2019-11-11-2,2019-11-11 22:49:03.250,2019-11-11 22:52:03.500
2019-11-11-2,2019-11-11 22:52:03.500,2019-11-11 22:54:58.000
2019-11-11-2,2019-11-11 22:54:58.000,2019-11-11 22:57:20.750
2019-11-11-2,2019-11-11 22:57:20.750,2019-11-11 23:00:26.750
2019-11-11-2,2019-11-11 23:00:26.750,2019-11-11 23:03:27.000
2019-11-11-2,2019-11-11 23:03:27.000,2019-11-11 23:06:16.250
2019-11-11-2,2019-11-11 23:06:16.250,2019-11-11 23:08:57.750
2019-11-11-2,2019-11-11 23:08:57.750,2019-11-11 23:11:09.000
2019-11-11-2,2019-11-11 23:47:46.750,2019-11-11 23:49:41.250
2019-11-11-2,2019-11-11 23:49:41.250,2019-11-11 23:51:11.500
2019-11-11-2,2019-11-11 23:51:11.500,2019-11-11 23:51:46.000
2019-11-11-2,2019-11-11 23:51:46.000,2019-11-11 23:52:33.500
2019-11-11-2,2019-11-11 23:55:10.250,2019-11-11 23:56:08.250
2019-11-11-2,2019-11-11 23:56:08.250,2019-11-11 23:56:55.000
2019-11-11-2,2019-11-11 23:56:55.000,2019-11-11 23:58:25.000
2019-11-11-2,2019-11-11 23:58:25.000,2019-11-11 23:59:03.000
2019-11-11-2,2019-11-11 23:59:03.000,2019-11-12 00:00:07.750
2019-11-11-2,2019-11-12 00:00:07.750,2019-11-12 00:02:27.500
2019-11-11-2,2019-11-12 00:02:27.500,2019-11-12 00:03:43.500
2019-11-11-2,2019-11-12 00:03:43.500,2019-11-12 00:05:17.750
2019-11-11-2,2019-11-12 00:05:17.750,2019-11-12 00:07:39.750
2019-11-11-2,2019-11-12 00:07:39.750,2019-11-12 00:10:37.000
2019-11-11-2,2019-11-12 00:10:37.000,2019-11-12 00:13:04.250
2019-11-11-2,2019-11-12 00:13:04.250,2019-11-12 00:15:35.250
2019-11-11-2,2019-11-12 00:15:35.250,2019-11-12 00:16:18.500
2019-11-11-2,2019-11-12 00:16:18.500,2019-11-12 00:17:59.000
2019-11-11-2,2019-11-12 00:17:59.000,2019-11-12 00:19:21.500
2019-11-11-2,2019-11-12 00:19:21.500,2019-11-12 00:21:49.250
2019-11-11-2,2019-11-12 00:25:41.250,2019-11-12 00:27:36.750
2019-11-11-2,2019-11-12 00:27:36.750,2019-11-12 00:29:20.500
2019-11-11-2,2019-11-12 00:31:40.500,2019-11-12 00:32:22.000
2019-11-11-2,2019-11-12 00:32:22.000,2019-11-12 00:33:34.250
2019-11-11-2,2019-11-12 00:33:34.250,2019-11-12 00:35:55.500
2019-11-11-2,2019-11-12 00:35:55.500,2019-11-12 00:37:56.750
2019-11-11-2,2019-11-12 00:37:56.750,2019-11-12 00:38:24.250
2019-11-11-2,2019-11-12 00:38:24.250,2019-11-12 00:40:27.250
2019-11-11-2,2019-11-12 00:40:27.250,2019-11-12 00:42:51.500
2019-11-11-2,2019-11-12 00:42:51.500,2019-11-12 00:43:31.250
2019-11-11-2,2019-11-12 00:43:31.250,2019-11-12 00:44:40.500
2019-11-11-2,2019-11-12 00:44:40.500,2019-11-12 00:46:48.250
2019-11-11-2,2019-11-12 00:46:48.250,2019-11-12 00:49:15.250
2019-11-11-2,2019-11-12 00:49:15.250,2019-11-12 00:51:02.000
2019-11-11-2,2019-11-12 00:51:02.000,2019-11-12 00:53:08.000
2019-11-11-2,2019-11-12 00:55:55.750,2019-11-12 00:57:18.750
2019-11-11-2,2019-11-12 00:57:18.750,2019-11-12 00:58:46.250
2019-11-12-1,2019-11-12 07:26:59.500,2019-11-12 07:28:58.000
2019-11-12-1,2019-11-12 07:28:58.000,2019-11-12 07:30:47.000
2019-11-12-1,2019-11-12 07:30:47.000,2019-11-12 07:32:57.750
2019-11-12-1,2019-11-12 07:32:57.750,2019-11-12 07:35:09.250
2019-11-12-1,2019-11-12 07:35:09.250,2019-11-12 07:37:00.000
2019-11-12-1,2019-11-12 07:37:00.000,2019-11-12 07:39:08.250
2019-11-12-1,2019-11-12 07:39:08.250,2019-11-12 07:41:50.750
2019-11-12-1,2019-11-12 07:41:50.750,2019-11-12 07:43:30.750
2019-11-12-1,2019-11-12 07:43:30.750,2019-11-12 07:46:11.000
2019-11-12-1,2019-11-12 07:46:11.000,2019-11-12 07:48:56.000
2019-11-12-1,2019-11-12 07:48:56.000,2019-11-12 07:50:16.750
2019-11-12-1,2019-11-12 07:50:16.750,2019-11-12 07:52:05.250
2019-11-12-1,2019-11-12 07:52:05.250,2019-11-12 07:53:43.000
2019-11-12-1,2019-11-12 07:53:43.000,2019-11-12 07:55:13.250
2019-11-12-1,2019-11-12 07:59:45.750,2019-11-12 08:03:14.250
2019-11-12-1,2019-11-12 08:03:14.250,2019-11-12 08:04:58.750
2019-11-12-1,2019-11-12 08:04:58.750,2019-11-12 08:06:48.250
2019-11-12-1,2019-11-12 08:06:48.250,2019-11-12 08:09:16.000
2019-11-12-1,2019-11-12 08:09:16.000,2019-11-12 08:11:22.000
2019-11-12-1,2019-11-12 08:11:22.000,2019-11-12 08:12:23.750
2019-11-12-1,2019-11-12 08:12:23.750,2019-11-12 08:13:52.250
2019-11-12-1,2019-11-12 08:13:52.250,2019-11-12 08:15:46.250
2019-11-12-1,2019-11-12 08:15:46.250,2019-11-12 08:17:46.750
2019-11-12-1,2019-11-12 08:17:46.750,2019-11-12 08:19:30.250
2019-11-12-1,2019-11-12 08:19:30.250,2019-11-12 08:20:45.000
2019-11-12-1,2019-11-12 08:20:45.000,2019-11-12 08:25:12.500
2019-11-12-1,2019-11-12 08:25:12.500,2019-11-12 08:27:08.000
2019-11-12-1,2019-11-12 08:27:08.000,2019-11-12 08:27:58.750
2019-11-12-1,2019-11-12 08:31:12.500,2019-11-12 08:32:46.250
2019-11-12-1,2019-11-12 09:11:34.250,2019-11-12 09:15:40.250
2019-11-12-1,2019-11-12 09:18:32.000,2019-11-12 09:21:11.500
2019-11-12-1,2019-11-12 09:21:11.500,2019-11-12 09:23:35.000
2019-11-12-1,2019-11-12 09:23:35.000,2019-11-12 09:24:28.250
2019-11-12-1,2019-11-12 09:24:28.250,2019-11-12 09:25:40.750
2019-11-12-1,2019-11-12 09:25:40.750,2019-11-12 09:26:36.000
2019-11-12-1,2019-11-12 09:26:36.000,2019-11-12 09:27:42.500
2019-11-12-1,2019-11-12 09:27:42.500,2019-11-12 09:28:26.500
2019-11-12-1,2019-11-12 09:28:26.500,2019-11-12 09:30:03.250
2019-11-12-1,2019-11-12 09:30:03.250,2019-11-12 09:31:40.500
2019-11-12-1,2019-11-12 09:36:31.750,2019-11-12 09:38:39.750
2019-11-12-1,2019-11-12 09:41:23.500,2019-11-12 09:43:37.000
2019-11-12-1,2019-11-12 09:43:37.000,2019-11-12 09:44:18.500
2019-11-12-1,2019-11-12 09:44:18.500,2019-11-12 09:45:50.750
2019-11-12-1,2019-11-12 09:45:50.750,2019-11-12 09:47:58.250
2019-11-12-1,2019-11-12 09:47:58.250,2019-11-12 09:49:19.750
2019-11-12-1,2019-11-12 09:51:47.750,2019-11-12 09:52:23.000
2019-11-12-1,2019-11-12 09:52:23.000,2019-11-12 09:53:38.750
2019-11-12-1,2019-11-12 09:53:38.750,2019-11-12 09:54:55.750
2019-11-12-1,2019-11-12 10:27:59.250,2019-11-12 10:28:32.500
2019-11-12-1,2019-11-12 10:28:32.500,2019-11-12 10:29:38.000
2019-11-12-1,2019-11-12 10:38:44.250,2019-11-12 10:40:01.000
2019-11-12-1,2019-11-12 10:40:01.000,2019-11-12 10:41:10.000
2019-11-12-1,2019-11-12 10:41:10.000,2019-11-12 10:43:09.250
2019-11-12-1,2019-11-12 10:43:09.250,2019-11-12 10:45:19.000
2019-11-12-1,2019-11-12 10:45:19.000,2019-11-12 10:47:22.500
2019-11-12-1,2019-11-12 10:47:22.500,2019-11-12 10:49:32.750
2019-11-12-1,2019-11-12 10:49:32.750,2019-11-12 10:52:23.500
2019-11-12-1,2019-11-12 10:52:23.500,2019-11-12 10:54:47.500
2019-11-12-1,2019-11-12 10:54:47.500,2019-11-12 10:56:42.000
2019-11-12-1,2019-11-12 10:56:42.000,2019-11-12 10:58:57.250
