Shift,Begin,End
2019-11-25-2,2019-11-25 23:26:51.000,2019-11-25 23:28:16.250
2019-11-25-2,2019-11-25 23:35:48.000,2019-11-25 23:37:44.500
2019-11-25-2,2019-11-25 23:37:44.500,2019-11-25 23:38:29.000
2019-11-25-2,2019-11-25 23:38:29.000,2019-11-25 23:40:32.000
2019-11-25-2,2019-11-25 23:40:32.000,2019-11-25 23:42:14.250
2019-11-25-2,2019-11-25 23:42:14.250,2019-11-25 23:43:07.000
2019-11-25-2,2019-11-25 23:43:07.000,2019-11-25 23:44:38.750
2019-11-25-2,2019-11-25 23:44:38.750,2019-11-25 23:45:52.250
2019-11-25-2,2019-11-25 23:45:52.250,2019-11-25 23:47:35.250
2019-11-25-2,2019-11-25 23:47:35.250,2019-11-25 23:49:36.750
2019-11-25-2,2019-11-25 23:49:36.750,2019-11-25 23:50:30.250
2019-11-25-2,2019-11-25 23:50:30.250,2019-11-25 23:52:07.250
2019-11-25-2,2019-11-25 23:54:53.500,2019-11-25 23:57:13.500
2019-11-25-2,2019-11-25 23:57:13.500,2019-11-25 23:57:55.000
2019-11-25-2,2019-11-25 23:57:55.000,2019-11-25 23:59:46.500
2019-11-25-2,2019-11-25 23:59:46.500,2019-11-26 00:01:51.500
2019-11-25-2,2019-11-26 00:01:51.500,2019-11-26 00:02:38.500
2019-11-25-2,2019-11-26 00:02:38.500,2019-11-26 00:05:29.500
2019-11-25-2,2019-11-26 00:05:29.500,2019-11-26 00:06:44.250
2019-11-25-2,2019-11-26 00:09:02.500,2019-11-26 00:11:03.500
2019-11-25-2,2019-11-26 00:11:03.500,2019-11-26 00:11:46.250
2019-11-25-2,2019-11-26 00:11:46.250,2019-11-26 00:13:26.000
2019-11-25-2,2019-11-26 00:13:26.000,2019-11-26 00:15:51.000
2019-11-25-2,2019-11-26 00:19:22.750,2019-11-26 00:22:44.500
2019-11-25-2,2019-11-26 00:22:44.500,2019-11-26 00:24:46.750
2019-11-25-2,2019-11-26 00:24:46.750,2019-11-26 00:27:57.000
2019-11-25-2,2019-11-26 00:27:57.000,2019-11-26 00:30:44.500
2019-11-25-2,2019-11-26 00:30:44.500,2019-11-26 00:30:56.750
2019-11-25-2,2019-11-26 00:31:04.000,2019-11-26 00:31:13.500
2019-11-25-2,2019-11-26 00:31:16.000,2019-11-26 00:31:17.000
2019-11-25-2,2019-11-26 00:47:05.500,2019-11-26 00:47:05.750
2019-11-25-2,2019-11-26 00:47:17.500,2019-11-26 00:48:58.500
2019-11-25-2,2019-11-26 00:48:58.500,2019-11-26 00:51:23.000
2019-11-25-2,2019-11-26 00:51:23.000,2019-11-26 00:52:00.750
2019-11-25-2,2019-11-26 00:52:00.750,2019-11-26 00:53:56.000
2019-11-25-2,2019-11-26 00:53:56.000,2019-11-26 00:55:16.500
2019-11-25-2,2019-11-26 00:55:16.500,2019-11-26 00:56:32.250
2019-11-25-2,2019-11-26 00:56:32.250,2019-11-26 00:57:56.000
2019-11-25-2,2019-11-26 00:57:56.000,2019-11-26 00:59:42.750
2019-11-25-2,2019-11-26 00:59:42.750,2019-11-26 01:02:08.250
2019-11-26-1,2019-11-26 07:35:05.000,2019-11-26 07:36:57.500
2019-11-26-1,2019-11-26 07:36:57.500,2019-11-26 07:39:26.250
2019-11-26-1,2019-11-26 07:39:26.250,2019-11-26 07:40:07.000
2019-11-26-1,2019-11-26 07:40:07.000,2019-11-26 07:41:42.250
2019-11-26-1,2019-11-26 07:41:42.250,2019-11-26 07:44:12.750
2019-11-26-1,2019-11-26 07:44:12.750,2019-11-26 07:46:34.500
2019-11-26-1,2019-11-26 07:46:34.500,2019-11-26 07:48:39.250
2019-11-26-1,2019-11-26 07:48:39.250,2019-11-26 07:50:59.500
2019-11-26-1,2019-11-26 07:56:00.250,2019-11-26 07:56:57.250
2019-11-26-1,2019-11-26 07:56:57.250,2019-11-26 07:58:29.000
2019-11-26-1,2019-11-26 08:01:50.750,2019-11-26 08:04:13.250
2019-11-26-1,2019-11-26 08:04:13.250,2019-11-26 08:06:03.500
2019-11-26-1,2019-11-26 08:06:03.500,2019-11-26 08:07:19.750
2019-11-26-1,2019-11-26 08:07:19.750,2019-11-26 08:07:21.000
2019-11-26-1,2019-11-26 09:12:32.250,2019-11-26 09:12:33.000
2019-11-26-1,2019-11-26 09:12:48.750,2019-11-26 09:13:58.500
2019-11-26-1,2019-11-26 09:13:58.500,2019-11-26 09:14:40.500
2019-11-26-1,2019-11-26 09:14:40.500,2019-11-26 09:17:31.000
2019-11-26-1,2019-11-26 09:35:09.500,2019-11-26 09:39:37.000
2019-11-26-1,2019-11-26 09:45:36.250,2019-11-26 09:47:22.750
2019-11-26-1,2019-11-26 09:47:22.750,2019-11-26 09:49:31.250
2019-11-26-1,2019-11-26 09:49:31.250,2019-11-26 09:50:24.000
2019-11-26-1,2019-11-26 09:50:24.000,2019-11-26 09:51:41.250
2019-11-26-1,2019-11-26 09:54:30.000,2019-11-26 09:56:55.250
2019-11-26-1,2019-11-26 09:56:55.250,2019-11-26 09:59:22.000
2019-11-26-1,2019-11-26 09:59:22.000,2019-11-26 10:03:20.250
2019-11-26-1,2019-11-26 10:03:20.250,2019-11-26 10:04:00.750
2019-11-26-1,2019-11-26 10:04:00.750,2019-11-26 10:07:28.250
2019-11-26-1,2019-11-26 10:07:28.250,2019-11-26 10:09:00.000
2019-11-26-1,2019-11-26 10:09:00.000,2019-11-26 10:10:57.000
2019-11-26-1,2019-11-26 10:10:57.000,2019-11-26 10:11:30.750
2019-11-26-1,2019-11-26 10:11:30.750,2019-11-26 10:15:12.250
2019-11-26-1,2019-11-26 10:15:12.250,2019-11-26 10:17:26.250
2019-11-26-1,2019-11-26 10:17:26.250,2019-11-26 10:18:07.500
2019-11-26-1,2019-11-26 10:18:07.500,2019-11-26 10:23:24.000
2019-11-26-1,2019-11-26 10:23:24.000,2019-11-26 10:24:12.750
2019-11-26-1,2019-11-26 10:24:12.750,2019-11-26 10:27:34.000
2019-11-26-1,2019-11-26 10:27:34.000,2019-11-26 10:28:25.250
2019-11-26-1,2019-11-26 10:28:25.250,2019-11-26 10:30:13.500
2019-11-26-1,2019-11-26 10:30:13.500,2019-11-26 10:36:42.250
2019-11-26-1,2019-11-26 10:36:42.250,2019-11-26 10:37:07.250
2019-11-26-1,2019-11-26 10:39:16.500,2019-11-26 10:41:56.750
2019-11-26-1,2019-11-26 10:41:56.750,2019-11-26 10:43:28.250
2019-11-26-1,2019-11-26 10:43:28.250,2019-11-26 10:44:09.500
2019-11-26-1,2019-11-26 10:44:09.500,2019-11-26 10:49:52.500
2019-11-26-1,2019-11-26 10:49:52.500,2019-11-26 10:53:27.250
2019-11-26-1,2019-11-26 10:53:27.250,2019-11-26 10:54:16.500
2019-11-26-1,2019-11-26 10:54:16.500,2019-11-26 10:58:11.250
2019-11-26-1,2019-11-26 10:58:11.250,2019-11-26 10:58:57.750
2019-11-26-1,2019-11-26 10:58:57.750,2019-11-26 11:03:10.250
2019-11-26-1,2019-11-26 11:03:10.250,2019-11-26 11:07:27.250
2019-11-26-1,2019-11-26 11:07:27.250,2019-11-26 11:08:08.250
2019-11-26-1,2019-11-26 11:35:30.500,2019-11-26 11:35:30.500
2019-11-26-1,2019-11-26 11:35:38.000,2019-11-26 11:37:00.750
2019-11-26-1,2019-11-26 11:37:00.750,2019-11-26 11:37:47.500
2019-11-26-1,2019-11-26 11:37:47.500,2019-11-26 11:41:20.500
2019-11-26-1,2019-11-26 11:41:20.500,2019-11-26 11:42:15.500
2019-11-26-1,2019-11-26 11:42:15.500,2019-11-26 11:44:40.000
2019-11-26-1,2019-11-26 11:50:56.250,2019-11-26 11:53:56.750
2019-11-26-1,2019-11-26 12:02:53.750,2019-11-26 12:04:20.750
2019-11-26-1,2019-11-26 12:04:20.750,2019-11-26 12:07:46.500
2019-11-26-1,2019-11-26 12:07:46.500,2019-11-26 12:08:47.750
2019-11-26-1,2019-11-26 12:08:47.750,2019-11-26 12:11:19.000
2019-11-26-1,2019-11-26 12:11:19.000,2019-11-26 12:14:49.000
2019-11-26-1,2019-11-26 12:14:49.000,2019-11-26 12:15:51.250
2019-11-26-1,2019-11-26 12:39:30.500,2019-11-26 12:46:50.750
2019-11-26-1,2019-11-26 12:46:50.750,2019-11-26 12:48:25.000
2019-11-26-1,2019-11-26 12:53:26.250,2019-11-26 12:54:13.000
2019-11-26-1,2019-11-26 12:54:13.000,2019-11-26 12:55:43.750
2019-11-26-1,2019-11-26 12:55:43.750,2019-11-26 12:56:46.750
2019-11-26-1,2019-11-26 12:56:46.750,2019-11-26 12:57:32.250
2019-11-26-1,2019-11-26 12:57:32.250,2019-11-26 12:59:37.000
2019-11-26-1,2019-11-26 12:59:37.000,2019-11-26 13:01:49.750
2019-11-26-1,2019-11-26 13:01:49.750,2019-11-26 13:03:48.250
2019-11-26-1,2019-11-26 13:03:48.250,2019-11-26 13:06:01.750
2019-11-26-1,2019-11-26 13:06:01.750,2019-11-26 13:08:47.500
2019-11-26-1,2019-11-26 13:08:47.500,2019-11-26 13:10:27.250
2019-11-26-1,2019-11-26 13:13:29.000,2019-11-26 13:14:36.250
2019-11-26-1,2019-11-26 13:14:36.250,2019-11-26 13:15:52.250
2019-11-26-1,2019-11-26 13:15:52.250,2019-11-26 13:18:04.750
2019-11-26-1,2019-11-26 13:18:04.750,2019-11-26 13:20:04.250
2019-11-26-1,2019-11-26 13:20:04.250,2019-11-26 13:21:11.750
2019-11-26-1,2019-11-26 13:30:08.000,2019-11-26 13:32:35.250
2019-11-26-1,2019-11-26 13:32:35.250,2019-11-26 13:35:17.250
2019-11-26-1,2019-11-26 13:35:17.250,2019-11-26 13:36:39.500
2019-11-26-1,2019-11-26 13:39:51.250,2019-11-26 13:49:21.250
2019-11-26-1,2019-11-26 13:49:21.250,2019-11-26 13:50:54.000
2019-11-26-1,2019-11-26 13:50:54.000,2019-11-26 13:51:51.750
2019-11-26-1,2019-11-26 13:51:51.750,2019-11-26 13:53:33.750
2019-11-26-1,2019-11-26 13:53:33.750,2019-11-26 13:56:33.500
2019-11-26-1,2019-11-26 13:56:33.500,2019-11-26 13:57:09.750
2019-11-26-1,2019-11-26 13:57:09.750,2019-11-26 14:00:25.500
2019-11-26-1,2019-11-26 14:00:25.500,2019-11-26 14:01:15.250
2019-11-26-1,2019-11-26 14:01:15.250,2019-11-26 14:03:54.750
2019-11-26-1,2019-11-26 14:03:54.750,2019-11-26 14:04:58.750
2019-11-26-1,2019-11-26 14:10:26.250,2019-11-26 14:13:13.750
2019-11-26-1,2019-11-26 14:13:13.750,2019-11-26 14:15:02.750
2019-11-26-1,2019-11-26 14:15:02.750,2019-11-26 14:15:48.250
2019-11-26-1,2019-11-26 14:41:43.500,2019-11-26 14:43:40.250
2019-11-26-2,2019-11-26 17:34:46.500,2019-11-26 17:36:33.250
2019-11-26-2,2019-11-26 17:39:41.750,2019-11-26 17:41:03.500
2019-11-26-2,2019-11-26 17:41:03.500,2019-11-26 17:42:58.000
2019-11-26-2,2019-11-26 17:42:58.000,2019-11-26 17:43:38.250
2019-11-26-2,2019-11-26 17:43:38.250,2019-11-26 17:45:48.500
2019-11-26-2,2019-11-26 17:45:48.500,2019-11-26 17:47:57.750
2019-11-26-2,2019-11-26 17:47:57.750,2019-11-26 17:48:44.250
2019-11-26-2,2019-11-26 17:48:44.250,2019-11-26 17:50:19.250
2019-11-26-2,2019-11-26 17:50:19.250,2019-11-26 17:52:23.000
2019-11-26-2,2019-11-26 17:52:23.000,2019-11-26 17:53:02.250
2019-11-26-2,2019-11-26 17:53:02.250,2019-11-26 17:54:48.750
2019-11-26-2,2019-11-26 17:54:48.750,2019-11-26 17:56:25.000
2019-11-26-2,2019-11-26 17:56:25.000,2019-11-26 17:57:22.750
2019-11-26-2,2019-11-26 17:57:22.750,2019-11-26 17:58:48.750
2019-11-26-2,2019-11-26 17:58:48.750,2019-11-26 17:59:40.750
2019-11-26-2,2019-11-26 17:59:40.750,2019-11-26 18:00:42.000
2019-11-26-2,2019-11-26 18:08:22.000,2019-11-26 18:11:28.750
2019-11-26-2,2019-11-26 18:11:28.750,2019-11-26 18:13:04.250
2019-11-26-2,2019-11-26 18:13:04.250,2019-11-26 18:14:43.500
2019-11-26-2,2019-11-26 18:14:43.500,2019-11-26 18:15:24.500
2019-11-26-2,2019-11-26 18:15:24.500,2019-11-26 18:17:44.750
2019-11-26-2,2019-11-26 18:17:44.750,2019-11-26 18:19:28.250
2019-11-26-2,2019-11-26 18:19:28.250,2019-11-26 18:22:47.750
2019-11-26-2,2019-11-26 18:22:47.750,2019-11-26 18:24:34.500
2019-11-26-2,2019-11-26 18:24:34.500,2019-11-26 18:25:32.750
2019-11-26-2,2019-11-26 18:25:32.750,2019-11-26 18:28:04.250
2019-11-26-2,2019-11-26 18:58:51.250,2019-11-26 19:02:12.000
2019-11-26-2,2019-11-26 19:02:12.000,2019-11-26 19:04:31.000
2019-11-26-2,2019-11-26 19:04:31.000,2019-11-26 19:15:21.500
2019-11-26-2,2019-11-26 19:15:21.500,2019-11-26 19:17:08.000
2019-11-26-2,2019-11-26 19:17:08.000,2019-11-26 19:19:17.750
2019-11-26-2,2019-11-26 19:19:17.750,2019-11-26 19:21:16.000
2019-11-26-2,2019-11-26 19:21:16.000,2019-11-26 19:23:47.500
2019-11-26-2,2019-11-26 19:23:47.500,2019-11-26 19:27:17.750
2019-11-26-2,2019-11-26 19:27:17.750,2019-11-26 19:29:03.000
2019-11-26-2,2019-11-26 19:29:03.000,2019-11-26 19:29:45.500
2019-11-26-2,2019-11-26 19:29:45.500,2019-11-26 19:35:38.500
2019-11-26-2,2019-11-26 19:35:38.500,2019-11-26 19:37:35.500
2019-11-26-2,2019-11-26 19:37:35.500,2019-11-26 19:38:23.250
2019-11-26-2,2019-11-26 19:38:23.250,2019-11-26 19:40:26.000
2019-11-26-2,2019-11-26 19:40:26.000,2019-11-26 19:42:11.250
2019-11-26-2,2019-11-26 19:42:11.250,2019-11-26 19:44:03.750
2019-11-26-2,2019-11-26 19:44:03.750,2019-11-26 19:47:18.000
2019-11-26-2,2019-11-26 19:47:18.000,2019-11-26 19:48:57.500
2019-11-26-2,2019-11-26 19:55:30.000,2019-11-26 19:58:16.250
2019-11-26-2,2019-11-26 19:58:16.250,2019-11-26 20:00:15.500
2019-11-26-2,2019-11-26 20:00:15.500,2019-11-26 20:01:53.500
2019-11-26-2,2019-11-26 20:01:53.500,2019-11-26 20:02:43.250
2019-11-26-2,2019-11-26 20:02:43.250,2019-11-26 20:04:37.000
2019-11-26-2,2019-11-26 20:04:37.000,2019-11-26 20:06:38.000
2019-11-26-2,2019-11-26 20:06:38.000,2019-11-26 20:08:57.250
2019-11-26-2,2019-11-26 20:08:57.250,2019-11-26 20:09:49.250
2019-11-26-2,2019-11-26 20:09:49.250,2019-11-26 20:12:01.500
2019-11-26-2,2019-11-26 20:12:01.500,2019-11-26 20:13:38.250
2019-11-26-2,2019-11-26 20:13:38.250,2019-11-26 20:15:29.250
2019-11-26-2,2019-11-26 20:15:29.250,2019-11-26 20:18:38.500
2019-11-26-2,2019-11-26 20:18:38.500,2019-11-26 20:20:25.000
2019-11-26-2,2019-11-26 20:20:25.000,2019-11-26 20:23:18.250
2019-11-26-2,2019-11-26 20:23:18.250,2019-11-26 20:26:07.750
2019-11-26-2,2019-11-26 20:26:07.750,2019-11-26 20:28:06.750
2019-11-26-2,2019-11-26 20:28:06.750,2019-11-26 20:30:39.000
2019-11-26-2,2019-11-26 20:30:39.000,2019-11-26 20:32:44.750
2019-11-26-2,2019-11-26 20:32:44.750,2019-11-26 20:35:06.000
2019-11-26-2,2019-11-26 20:35:06.000,2019-11-26 20:37:38.500
2019-11-26-2,2019-11-26 20:37:38.500,2019-11-26 20:39:28.250
2019-11-26-2,2019-11-26 20:39:28.250,2019-11-26 20:40:22.500
2019-11-26-2,2019-11-26 20:40:22.500,2019-11-26 20:42:59.500
2019-11-26-2,2019-11-26 20:42:59.500,2019-11-26 20:44:40.750
2019-11-26-2,2019-11-26 20:48:10.750,2019-11-26 20:50:53.500
2019-11-26-2,2019-11-26 20:50:53.500,2019-11-26 20:52:58.000
2019-11-26-2,2019-11-26 20:52:58.000,2019-11-26 20:53:55.500
2019-11-26-2,2019-11-26 20:53:55.500,2019-11-26 20:55:45.500
2019-11-26-2,2019-11-26 20:55:45.500,2019-11-26 20:58:06.250
2019-11-26-2,2019-11-26 20:58:06.250,2019-11-26 21:00:26.000
2019-11-26-2,2019-11-26 21:00:26.000,2019-11-26 21:00:30.500
2019-11-26-2,2019-11-26 21:00:32.000,2019-11-26 21:01:14.500
2019-11-26-2,2019-11-26 21:10:17.750,2019-11-26 21:10:17.750
2019-11-26-2,2019-11-26 21:11:26.000,2019-11-26 21:11:28.750
2019-11-26-2,2019-11-26 21:13:03.500,2019-11-26 21:13:04.250
2019-11-26-2,2019-11-26 21:13:14.000,2019-11-26 21:15:05.500
2019-11-26-2,2019-11-26 21:15:05.500,2019-11-26 21:15:53.500
2019-11-26-2,2019-11-26 21:18:09.250,2019-11-26 21:20:13.500
2019-11-26-2,2019-11-26 21:38:05.000,2019-11-26 21:46:49.500
2019-11-26-2,2019-11-26 21:46:49.500,2019-11-26 21:49:21.250
2019-11-26-2,2019-11-26 21:49:21.250,2019-11-26 21:51:41.000
2019-11-26-2,2019-11-26 21:51:41.000,2019-11-26 21:56:11.750
2019-11-26-2,2019-11-26 21:56:11.750,2019-11-26 21:57:01.250
2019-11-26-2,2019-11-26 21:57:01.250,2019-11-26 22:02:20.250
2019-11-26-2,2019-11-26 22:02:20.250,2019-11-26 22:04:49.250
2019-11-26-2,2019-11-26 22:04:49.250,2019-11-26 22:07:42.750
2019-11-26-2,2019-11-26 22:07:42.750,2019-11-26 22:10:57.250
2019-11-26-2,2019-11-26 22:10:57.250,2019-11-26 22:12:34.250
2019-11-26-2,2019-11-26 22:12:34.250,2019-11-26 22:14:20.750
2019-11-26-2,2019-11-26 22:14:20.750,2019-11-26 22:18:59.750
2019-11-26-2,2019-11-26 22:18:59.750,2019-11-26 22:21:32.750
2019-11-26-2,2019-11-26 22:21:32.750,2019-11-26 22:24:12.000
2019-11-26-2,2019-11-26 22:24:12.000,2019-11-26 22:25:24.750
2019-11-26-2,2019-11-26 22:25:24.750,2019-11-26 22:27:12.250
2019-11-26-2,2019-11-26 22:27:12.250,2019-11-26 22:30:04.250
2019-11-26-2,2019-11-26 22:30:04.250,2019-11-26 22:32:55.250
2019-11-26-2,2019-11-26 22:32:55.250,2019-11-26 22:35:54.500
2019-11-26-2,2019-11-26 22:35:54.500,2019-11-26 22:38:46.500
2019-11-26-2,2019-11-26 22:45:25.000,2019-11-26 22:47:31.250
2019-11-26-2,2019-11-26 22:47:31.250,2019-11-26 22:48:55.000
2019-11-26-2,2019-11-26 22:48:55.000,2019-11-26 22:50:32.750
2019-11-26-2,2019-11-26 22:50:32.750,2019-11-26 22:53:28.750
2019-11-26-2,2019-11-26 22:53:28.750,2019-11-26 22:54:14.750
2019-11-26-2,2019-11-26 22:54:14.750,2019-11-26 22:55:58.000
2019-11-26-2,2019-11-26 22:55:58.000,2019-11-26 23:00:11.750
2019-11-26-2,2019-11-26 23:00:11.750,2019-11-26 23:02:29.000
2019-11-26-2,2019-11-26 23:02:29.000,2019-11-26 23:05:32.750
2019-11-26-2,2019-11-26 23:05:32.750,2019-11-26 23:06:15.500
2019-11-26-2,2019-11-26 23:06:15.500,2019-11-26 23:08:43.500
2019-11-26-2,2019-11-26 23:08:43.500,2019-11-26 23:12:28.250
2019-11-26-2,2019-11-26 23:12:28.250,2019-11-26 23:14:27.500
2019-11-26-2,2019-11-26 23:14:27.500,2019-11-26 23:15:51.250
2019-11-26-2,2019-11-26 23:18:15.750,2019-11-26 23:20:08.000
2019-11-26-2,2019-11-26 23:20:08.000,2019-11-26 23:22:49.500
2019-11-26-2,2019-11-26 23:22:49.500,2019-11-26 23:26:09.250
2019-11-26-2,2019-11-26 23:26:09.250,2019-11-26 23:26:11.750
2019-11-26-2,2019-11-26 23:26:19.750,2019-11-26 23:26:51.250
2019-11-26-2,2019-11-26 23:27:39.000,2019-11-26 23:28:00.750
2019-11-26-2,2019-11-26 23:34:01.250,2019-11-26 23:34:01.250
2019-11-26-2,2019-11-26 23:35:54.500,2019-11-26 23:35:55.500
2019-11-26-2,2019-11-26 23:35:58.250,2019-11-26 23:35:59.250
2019-11-26-2,2019-11-26 23:35:59.750,2019-11-26 23:37:30.000
2019-11-26-2,2019-11-26 23:37:30.000,2019-11-26 23:39:21.500
2019-11-26-2,2019-11-26 23:39:21.500,2019-11-26 23:41:48.250
2019-11-26-2,2019-11-26 23:45:07.250,2019-11-26 23:48:21.000
2019-11-26-2,2019-11-26 23:48:21.000,2019-11-26 23:51:12.000
2019-11-26-2,2019-11-26 23:51:12.000,2019-11-26 23:54:46.000
2019-11-26-2,2019-11-27 00:07:17.250,2019-11-27 00:09:34.750
2019-11-26-2,2019-11-27 00:09:34.750,2019-11-27 00:11:10.500
2019-11-26-2,2019-11-27 00:13:31.750,2019-11-27 00:14:35.500
2019-11-26-2,2019-11-27 00:16:48.500,2019-11-27 00:18:11.750
2019-11-26-2,2019-11-27 00:23:24.750,2019-11-27 00:25:52.750
2019-11-26-2,2019-11-27 00:25:52.750,2019-11-27 00:27:42.250
2019-11-26-2,2019-11-27 00:27:42.250,2019-11-27 00:28:46.250
2019-11-26-2,2019-11-27 00:28:46.250,2019-11-27 00:36:23.250
2019-11-26-2,2019-11-27 00:36:23.250,2019-11-27 00:38:35.250
2019-11-26-2,2019-11-27 00:38:35.250,2019-11-27 00:40:51.500
2019-11-26-2,2019-11-27 00:40:51.500,2019-11-27 00:41:43.500
2019-11-26-2,2019-11-27 00:41:43.500,2019-11-27 00:43:23.250
2019-11-26-2,2019-11-27 00:43:23.250,2019-11-27 00:44:03.000
2019-11-26-2,2019-11-27 00:44:03.000,2019-11-27 00:46:34.250
2019-11-26-2,2019-11-27 00:46:34.250,2019-11-27 00:49:57.500
2019-11-26-2,2019-11-27 00:49:57.500,2019-11-27 00:50:59.750
2019-11-26-2,2019-11-27 00:50:59.750,2019-11-27 00:52:50.750
2019-11-26-2,2019-11-27 00:52:50.750,2019-11-27 00:55:18.500
2019-11-26-2,2019-11-27 00:55:18.500,2019-11-27 00:56:24.000
2019-11-27-1,2019-11-27 09:10:07.500,2019-11-27 09:10:08.500
2019-11-27-1,2019-11-27 09:10:16.750,2019-11-27 09:10:52.000
2019-11-27-1,2019-11-27 09:24:33.000,2019-11-27 09:25:09.250
2019-11-27-1,2019-11-27 09:25:09.250,2019-11-27 09:26:09.250
2019-11-27-1,2019-11-27 09:26:09.250,2019-11-27 09:27:56.250
2019-11-27-1,2019-11-27 09:33:33.000,2019-11-27 09:36:07.750
2019-11-27-1,2019-11-27 09:36:07.750,2019-11-27 09:37:50.750
2019-11-27-1,2019-11-27 09:37:50.750,2019-11-27 09:40:00.000
2019-11-27-1,2019-11-27 09:45:37.000,2019-11-27 09:47:59.750
2019-11-27-1,2019-11-27 09:47:59.750,2019-11-27 09:50:04.500
2019-11-27-1,2019-11-27 09:50:04.500,2019-11-27 09:51:23.750
2019-11-27-1,2019-11-27 09:57:31.500,2019-11-27 09:58:52.750
2019-11-27-1,2019-11-27 10:49:05.750,2019-11-27 10:50:07.500
2019-11-27-1,2019-11-27 10:52:19.250,2019-11-27 10:52:59.250
2019-11-27-1,2019-11-27 10:52:59.250,2019-11-27 10:55:26.250
2019-11-27-1,2019-11-27 10:55:26.250,2019-11-27 10:56:11.500
2019-11-27-1,2019-11-27 10:56:11.500,2019-11-27 10:57:47.000
2019-11-27-1,2019-11-27 10:57:47.000,2019-11-27 11:00:27.750
2019-11-27-1,2019-11-27 11:00:27.750,2019-11-27 11:02:20.500
2019-11-27-1,2019-11-27 11:02:20.500,2019-11-27 11:03:09.750
2019-11-27-1,2019-11-27 11:03:09.750,2019-11-27 11:04:25.000
2019-11-27-1,2019-11-27 11:04:25.000,2019-11-27 11:06:40.000
2019-11-27-1,2019-11-27 11:06:40.000,2019-11-27 11:07:35.750
2019-11-27-1,2019-11-27 11:07:35.750,2019-11-27 11:08:50.750
2019-11-27-1,2019-11-27 11:08:50.750,2019-11-27 11:11:08.250
2019-11-27-1,2019-11-27 11:11:08.250,2019-11-27 11:13:16.500
2019-11-27-1,2019-11-27 11:13:16.500,2019-11-27 11:13:58.750
2019-11-27-1,2019-11-27 11:13:58.750,2019-11-27 11:15:56.750
2019-11-27-1,2019-11-27 11:15:56.750,2019-11-27 11:17:25.500
2019-11-27-1,2019-11-27 11:23:03.250,2019-11-27 11:24:51.500
2019-11-27-1,2019-11-27 11:24:51.500,2019-11-27 11:26:44.750
2019-11-27-1,2019-11-27 11:26:44.750,2019-11-27 11:27:23.250
2019-11-27-1,2019-11-27 11:27:23.250,2019-11-27 11:29:06.750
2019-11-27-1,2019-11-27 11:29:06.750,2019-11-27 11:31:07.500
2019-11-27-1,2019-11-27 11:31:07.500,2019-11-27 11:32:00.750
2019-11-27-1,2019-11-27 11:34:44.750,2019-11-27 11:35:31.000
2019-11-27-1,2019-11-27 11:51:54.000,2019-11-27 11:51:54.750
2019-11-27-1,2019-11-27 11:53:27.250,2019-11-27 11:53:27.250
2019-11-27-1,2019-11-27 11:54:31.000,2019-11-27 11:55:30.250
2019-11-27-1,2019-11-27 11:55:30.250,2019-11-27 11:56:19.750
2019-11-27-1,2019-11-27 11:56:19.750,2019-11-27 11:58:26.500
2019-11-27-1,2019-11-27 11:58:26.500,2019-11-27 11:59:27.750
2019-11-27-1,2019-11-27 11:59:27.750,2019-11-27 12:00:58.250
2019-11-27-1,2019-11-27 12:00:58.250,2019-11-27 12:02:18.500
2019-11-27-1,2019-11-27 12:02:18.500,2019-11-27 12:04:50.500
2019-11-27-1,2019-11-27 12:15:26.500,2019-11-27 12:22:54.500
2019-11-27-1,2019-11-27 12:22:54.500,2019-11-27 12:23:42.000
2019-11-27-1,2019-11-27 12:29:14.000,2019-11-27 12:30:41.250
2019-11-27-1,2019-11-27 12:30:41.250,2019-11-27 12:32:38.750
2019-11-27-1,2019-11-27 12:32:38.750,2019-11-27 12:35:51.500
2019-11-27-1,2019-11-27 12:35:51.500,2019-11-27 12:36:48.500
2019-11-27-1,2019-11-27 12:36:48.500,2019-11-27 12:38:11.000
2019-11-27-1,2019-11-27 12:38:11.000,2019-11-27 12:40:47.250
2019-11-27-1,2019-11-27 12:40:47.250,2019-11-27 12:43:05.000
2019-11-27-1,2019-11-27 12:43:05.000,2019-11-27 12:43:57.000
2019-11-27-1,2019-11-27 12:43:57.000,2019-11-27 12:44:58.500
2019-11-27-1,2019-11-27 12:44:58.500,2019-11-27 12:47:00.000
2019-11-27-1,2019-11-27 12:47:00.000,2019-11-27 12:47:46.250
2019-11-27-1,2019-11-27 12:47:46.250,2019-11-27 12:48:36.000
2019-11-27-1,2019-11-27 12:51:06.750,2019-11-27 12:51:57.000
2019-11-27-1,2019-11-27 12:51:57.000,2019-11-27 12:55:34.250
2019-11-27-1,2019-11-27 12:55:34.250,2019-11-27 12:56:42.000
2019-11-27-1,2019-11-27 13:01:30.750,2019-11-27 13:03:26.000
2019-11-27-1,2019-11-27 13:03:26.000,2019-11-27 13:04:16.250
2019-11-27-1,2019-11-27 13:04:16.250,2019-11-27 13:05:08.500
2019-11-27-1,2019-11-27 13:08:18.500,2019-11-27 13:10:06.750
2019-11-27-1,2019-11-27 13:13:38.500,2019-11-27 13:14:16.000
2019-11-27-1,2019-11-27 13:17:02.500,2019-11-27 13:17:45.000
2019-11-27-1,2019-11-27 13:17:45.000,2019-11-27 13:19:53.500
